age,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,SeriousDlqin2yrs
-0.9382331,0.3573651,-0.29904816,-0.06461417,0
1.0230953,-0.45756805,-0.34294358,-0.6382643,0
0.46785587,-0.71767986,-1.5830431,-0.66747785,1
1.8051625,1.2358656,0.6870805,1.3196512,0
-0.6143865,-0.06515598,0.12044078,-1.3235642,0
0.50049627,0.5880249,0.6923871,0.058160793,1
2.3584497,-0.511615,-0.18162912,-0.761167,1
0.64119256,0.4848895,0.23068032,2.0068963,0
-0.88023657,0.17515992,-0.16890034,0.056363482,1
0.9787113,-0.23911119,0.7252315,0.09735347,1
1.1139648,-0.45967448,0.7013488,-0.718119,1
-0.34465933,0.010496695,-1.3789444,-0.33319852,1
0.22688009,2.1750793,-0.020970024,0.7945821,0
-0.17417455,6.3370433,-0.13386327,2.1315813,0
-0.9674563,0.41916203,-1.3163468,-0.6589879,1
0.5109247,0.445522,1.2764084,0.6402117,1
-0.43019065,0.9956882,-0.37812978,0.038464535,1
-0.7281647,-0.7911086,-0.3692747,0.2101567,0
1.32274,-0.30796447,-0.8112087,-0.23913185,0
-1.2590303,-0.24740517,0.2251659,-0.071069345,1
-1.4594096,-0.39362574,0.26063323,-0.8960513,1
2.1446257,-0.39106783,-0.14999087,0.0738035,0
-0.34688735,-0.6364114,1.1735373,0.32171986,1
0.12571828,1.090279,-0.750788,-0.912575,0
-0.030139592,0.54347616,0.74078214,0.77908635,0
-1.836392,-0.9518238,-1.7681376,-0.58391815,0
0.06742698,0.23473957,0.98635995,0.6622889,1
-0.8648747,-0.002559632,1.7330744,-0.3361231,1
0.8748283,-0.5808376,0.004894644,-0.27600312,0
-0.23837745,1.3226308,-0.20090093,0.82062185,0
-0.048321694,-0.11902939,-0.6759713,0.14159675,1
-0.02135323,0.51783985,-0.8829504,0.17057697,1
0.5062566,-0.6956767,-1.7466235,-0.7042714,1
-0.24221572,-0.41526914,-0.5989855,0.85714716,0
0.11739403,0.06837524,-0.0017117113,1.0028299,0
0.030065045,0.53905904,-0.37200683,-0.0382858,0
1.5183306,-0.3024919,0.4992645,-0.55295956,0
0.07680851,-0.6442078,-1.6794834,-0.98251903,1
0.09690854,0.42548603,0.6820117,0.74768996,1
-0.41614863,0.33037004,-0.63273627,-0.30983263,1
-1.1295483,-0.020901918,0.94646287,-0.12024371,1
-0.40159443,1.6753852,-0.1934936,1.8516088,1
0.05418919,-0.3316148,-0.21646363,-1.4044139,0
1.0476894,1.115352,0.38566983,0.39543763,0
-0.36058962,0.8621034,1.5686849,0.8690095,0
1.8973157,0.30622134,-0.27062875,0.7550435,0
0.7135769,-0.30146205,-0.44640055,0.06252773,0
-1.4833549,-0.13923736,-1.161332,-0.8187846,0
-0.15204264,0.14931197,0.34505585,0.98849475,1
0.16557308,-0.23182058,-0.49084002,0.14971678,1
-1.3193007,-0.19009204,-1.3246158,-1.1669049,1
0.36430338,-0.46821195,-0.36569497,-0.09002672,0
-1.187305,0.3370731,1.2393204,1.1223092,0
-2.1091032,-0.7385302,-0.34993815,-1.181565,1
0.8632595,-0.45956844,-1.3318529,-0.9465316,0
0.5147656,-0.111340486,-1.0531895,-0.95523804,1
-0.30390725,-0.40581113,-0.8713579,-0.31287038,1
0.5954466,0.04715892,0.7032906,0.10263491,0
-0.6150242,0.09196248,-1.0313772,-0.24901086,0
0.0036061406,0.41365865,1.9647559,0.81055415,1
0.36046082,-0.889212,-0.10563057,-0.016792256,0
-1.6627904,0.10772975,1.0648563,-0.5879405,1
1.5848485,-1.1398578,0.63787436,-0.5385076,0
-0.86605537,-0.38364726,-0.59298944,-0.5767251,1
-0.68592376,1.588575,1.1317519,1.1988051,0
-0.037868053,-0.29929283,0.48606706,-0.074853,1
0.50109947,0.5832548,1.6544056,0.5462836,1
-0.30099702,0.49268055,-0.1649989,-0.1576791,1
-0.64825654,-0.12178358,-0.26924935,-0.5522902,0
-0.44305107,-0.71496713,0.039863806,0.57817525,0
0.86421436,0.33566207,-0.21620539,0.21100302,0
-1.3395092,-0.35961348,0.103717014,0.7128123,1
-1.6958674,5.857643,-0.19095594,-0.90982264,0
1.0984845,1.1863165,-1.334771,-0.81560785,0
0.15301064,-0.10760863,0.10527359,-0.11376202,0
0.6916286,-0.2730361,-1.2682364,-0.88526356,1
-0.22189784,-0.49653226,2.4604356,-0.059199877,0
1.2538605,0.71524394,0.5925101,0.52803826,0
0.012584857,1.2432121,-0.6712288,1.8109076,0
-0.35195807,0.7461876,-0.69724274,-0.8235609,0
0.5743221,-0.21278305,0.94205356,-0.2620854,1
-1.1888889,-0.41949362,-1.3574549,-0.9753134,1
-2.2465327,-0.76013833,-1.4355774,-0.98531383,1
-0.64965314,-0.51718843,1.8012968,0.13029048,0
0.58277667,0.23898822,0.690823,0.08253804,0
3.06547,-0.6572312,-0.95470047,0.29137868,0
0.7229242,0.9964191,-0.14360279,0.024628688,0
2.7166576,-0.099962234,-0.21252719,-0.6824477,0
-1.3839072,-0.27476907,0.015732586,0.49867314,0
2.7352285,-0.86933875,-0.692909,0.15976128,0
0.795592,-0.118830055,0.38913316,-0.9274749,1
0.1467767,0.1856435,-0.30051517,-0.798849,0
0.8903332,-0.7379006,1.7390877,-0.9164012,0
-1.9036764,-0.49669248,-0.12679112,-0.53978944,1
0.083282396,0.66095126,-0.6283846,-0.6533635,0
-1.3014023,-0.5151687,-1.5259819,0.23545222,1
0.3759738,-0.25697494,-1.2286149,0.16071768,0
-0.28440276,0.27722478,-1.1164713,-0.46015444,1
-0.54490244,-0.2656896,0.12164555,0.7844689,0
0.80203986,-0.4502342,0.014660776,-0.30060035,0
-0.017251536,-0.31165004,-0.34126797,-0.8247504,0
-1.0582361,-0.24189763,0.14709613,-0.92090815,1
-0.48676106,0.1779815,0.2757388,0.5274185,1
0.7518359,0.4693653,0.02476973,0.46646363,0
0.3749557,0.84468675,0.35340476,3.0645006,1
-0.7914085,-0.1321979,-0.28703722,0.65011084,1
1.2663767,-0.18389048,-0.4373108,-0.19844271,0
0.53228533,-0.046403766,-0.7812198,-0.026012458,1
-0.56877214,-0.4383999,-1.0005478,-1.1508218,1
-1.490949,-0.5849432,-1.1447134,-0.79164976,0
1.9842929,0.11447513,0.25041485,2.457067,1
0.6286559,-0.0152482465,0.83785856,0.3957633,0
-0.12918809,-0.652979,0.34565234,-0.66306186,0
-1.1105043,-0.6514717,-1.4273037,-1.1334646,1
-0.9986143,0.095320046,-0.86473525,0.7146572,1
-1.4381437,-0.18986604,-0.27987337,0.7713623,0
0.45834705,-0.87559485,0.07553593,-0.7733481,0
-1.9040431,-0.5991212,-1.640651,-0.982449,1
1.0447148,-0.5047001,-0.49104556,-1.0540526,0
0.4313314,0.35918772,-0.01376605,-0.7163749,0
0.89649075,0.41959453,0.77447945,0.73192126,0
1.2465723,2.8559885,3.6643147,1.5178418,1
-0.36917132,-0.28916362,0.23946127,1.0900701,0
0.24718475,-0.39221066,0.035411328,-0.14171359,1
0.16784662,0.91645163,-0.10921237,-0.10925889,1
2.274294,-0.9822515,-0.97944105,-0.9089792,0
-0.07614824,-0.21110019,-0.67674863,-0.83683825,1
-1.6606307,-1.0350965,-1.766272,-0.6014878,1
-0.5757593,-0.22999671,-0.9340871,-0.15020584,1
0.08412005,-0.19217578,0.35603583,-1.5260231,0
1.5885785,0.026695937,1.2725717,0.15524423,0
-0.15768331,0.19595209,-0.072441906,0.09669796,0
0.40874076,-0.30497557,-0.29990572,0.62612736,1
0.37441295,0.6086901,0.5324936,-0.24712342,1
-1.3478129,-0.94234943,-1.3900485,-0.66715205,0
0.31190968,0.14043806,-1.2023574,-0.75568527,1
-0.03413085,-0.009509087,-0.6566761,-0.13605891,1
-1.3188224,0.4418508,-1.5170588,-0.64965737,1
0.8591663,0.2284301,1.3776035,0.18790245,1
-0.8414844,0.09196579,-1.117167,-1.0257254,0
1.1060545,0.900671,1.1490229,1.1862767,0
-1.8663179,-0.703189,-0.20916829,-1.0232939,1
1.1188977,0.63732415,-0.7327433,-0.8998206,0
1.0186002,-0.14242314,0.09371854,-0.03577199,1
1.623699,-0.3900537,-0.6935675,-1.0527964,0
-0.094172835,0.025002837,-0.27926183,-1.0765835,0
-0.49795607,-0.6496011,-0.7251129,-0.9457197,1
-0.09762628,0.29267323,0.10946109,2.4327774,1
0.3234064,-0.33910155,0.83078873,1.5505846,0
1.8379824,0.28316033,2.264362,0.9295825,0
-0.9912084,-0.8207352,-1.3227215,-0.68840146,1
0.31144902,-0.8070136,-0.374043,-0.3284778,1
1.3402607,0.6554062,-0.44806615,1.9685332,0
0.15907055,1.0152248,-0.5770129,-0.36785975,1
0.12484582,-0.33267412,0.5282388,1.0577433,0
-0.058147706,0.20202288,0.20895982,0.16242293,1
-0.4771894,1.7404227,0.28734672,0.8254429,1
0.29396075,0.41142407,1.0949357,1.4923812,0
-0.4068482,0.37839574,-0.7645525,0.20546746,0
-0.12682816,-0.2952916,-0.988378,-0.3573962,1
-0.62852424,0.41150397,0.026041895,0.093441695,1
-1.473762,-0.6899406,-1.4248905,-0.5909325,1
-1.7233543,-0.591316,-1.4099376,-0.86702925,0
-0.5692942,-0.34783733,1.3012236,1.2595096,0
-0.90360093,-0.16002221,-1.0994868,-0.14082465,1
-0.5125437,-0.9415848,-0.79494214,-0.49447536,1
-0.045058772,-0.0015545823,-0.7082901,-0.018933164,1
0.88151526,-0.5848726,0.17284593,0.8665031,0
0.13927014,-0.20113641,1.3410579,-0.17745627,0
-1.3076714,-0.35661533,-1.1658825,-0.62933195,0
-0.98605335,0.3961527,0.1583974,-0.18594465,1
-0.7772405,-0.5355172,-1.251509,-0.6988995,1
-1.4777384,-0.5502986,-1.10414,-0.6888294,1
-0.38453782,-0.4794811,-0.40349585,-0.5014573,1
-0.550579,-0.19906366,-1.1670442,-0.9947533,0
-1.70487,-1.2388145,-1.4884615,-0.92572767,1
0.46818295,0.14988212,0.24125873,1.2094686,0
0.86632013,-0.37590188,-0.8822601,-1.0508666,1
0.056139722,-0.45277727,-0.361393,-0.07437298,1
1.2908254,0.63002896,-0.619383,1.6492932,0
0.34036648,-0.5900623,0.2557237,-0.026623415,1
-1.5647713,-0.65990007,-1.0559515,-0.43919837,1
1.1896925,-0.64469445,-1.8994621,-0.6830585,0
-0.54701066,0.6082566,0.6172231,-0.10052639,1
2.6551733,-0.81352633,-0.44901782,-0.61706203,1
0.112628326,0.99132186,-1.0982641,0.6767181,0
-0.94214445,-0.44795907,-0.8838679,0.76699686,1
-0.11429465,0.28069216,0.22682294,-0.5992147,1
2.5324838,-0.78207815,0.72909504,-0.26520708,0
1.8138671,-0.52592677,0.033987682,-0.13838732,0
0.1527391,0.34680647,0.19885287,0.041997332,0
-1.117628,-0.7644516,-0.6100955,-0.108581245,0
-0.2727577,0.17848381,0.5090787,1.1625416,0
-1.7164621,-1.372386,-1.330553,-0.5263401,0
-0.18487969,-0.13451613,0.04911399,0.6638432,0
0.8547332,-0.3598566,-0.17941245,-1.0055017,1
0.03381583,0.78359866,-0.8646507,0.16229427,0
-1.5492089,-0.08879096,-0.2881259,-0.9327248,0
0.9557916,-0.00058090687,1.9802295,0.9605109,1
-0.18243688,-0.38829833,-0.91575545,-0.015582167,0
0.420624,-0.6211451,1.2073334,-0.103627354,1
0.38393342,0.08247742,-0.3423774,1.5547066,0
0.05110234,2.1550272,-0.35408902,-0.520004,1
1.6844573,-0.73868287,-0.3633927,0.11281234,1
-0.8520591,-0.4184721,1.0843078,1.0998085,1
-1.0130013,-0.4713593,-0.30641332,-0.5173115,0
-1.3386656,-0.007858992,0.22901215,-0.088198856,1
1.0762748,-0.09824076,-0.12879664,0.6271996,0
0.6698665,0.08030093,0.43241408,1.6303875,0
0.55862373,-0.058581293,-0.9474071,-0.81677514,1
-1.0220782,-0.27022383,-0.90883744,-0.6432093,1
0.31078094,-0.053046525,-0.5520041,-0.7201589,1
-0.19646364,1.234274,0.2766269,0.6112863,0
-1.0851308,0.6199078,1.6103951,2.6087651,1
-1.1267858,-0.64775574,-0.98565644,-1.188694,0
-0.8247582,-0.08890478,-0.9529743,-0.74928385,1
-0.86408293,-1.0774837,-0.8241532,-0.3149793,0
-0.51473343,0.39242733,1.0019627,0.33523935,1
0.25448018,-0.11370133,0.9520668,-0.11717372,1
-0.017339587,-0.37973118,-0.90085757,-0.73041177,0
0.17651647,0.20270595,-0.7016618,-0.95467293,1
0.94578195,-0.45474225,-0.54052395,-0.18757291,1
0.47826213,0.24918461,-0.07581887,1.0787141,0
-1.4495062,-0.43929094,0.5650304,-0.9918743,1
-1.4669498,-0.15722468,-1.0996324,-1.1221325,0
-0.5959374,-0.17185786,7.3626976,-0.525607,1
-1.4353828,-0.47726935,-0.50275815,-0.8658872,1
2.2247882,-0.36910194,0.18456727,-0.31198403,1
-0.68318105,-0.36498237,0.7382767,-0.93020386,1
-0.03622517,1.0184317,-0.31504136,0.55363435,1
-0.8035457,-0.8281361,0.0072661415,0.6114788,0
0.9316608,0.65440303,-0.049205348,0.31410563,0
0.1377636,-1.0187817,-0.28986418,0.12645566,1
-1.1631414,-0.8904484,-1.3104503,-0.88492775,1
0.69818914,0.16762066,1.0908563,0.81683385,0
-0.24310306,0.8619014,1.8761628,0.22600456,0
2.0692399,1.4281774,0.5051073,-0.05992999,1
-0.7582886,-0.08524619,0.14218657,0.9142244,0
-1.603856,0.1864134,-1.3263246,-1.0101978,0
0.3358558,0.33366367,-0.966756,-1.0358156,1
0.03492877,-0.88401824,-0.4518476,-0.3815589,0
-1.4716789,-0.22639792,0.3064546,-0.8850023,0
-0.2888179,0.76071966,-0.18343133,1.0177133,0
-0.5378498,-0.6502822,0.09027481,-1.0355333,1
1.7796903,-0.47104633,-0.98528314,-1.3217286,0
-0.090695955,-0.036167547,0.036874987,3.1403713,1
-0.43076202,0.74078476,-0.29385397,-0.34573162,0
0.38425356,0.5239341,0.76360226,1.5455345,1
-1.678863,-0.577368,-0.9537853,-0.4606707,1
-0.25001016,0.18283273,0.12670201,1.0108105,1
2.1370265,1.1340418,-0.3772837,-0.27668628,0
1.6423353,-0.0759286,-0.15996984,-1.0144053,0
-0.23927447,0.39110526,1.1765145,0.735409,0
-0.7424844,-0.78207076,-0.41300976,-0.93788826,1
-0.6115719,-0.47002566,-1.0428082,-0.29344195,1
1.666805,-0.75325143,-0.6913883,-0.9807686,1
-0.089965835,0.6056072,-0.5234774,0.6812377,0
1.1514452,-0.47631156,-0.5935695,-0.9762369,0
-0.45212406,-0.7113564,1.5786595,0.96481633,1
-0.7551992,-0.5870852,-0.9360614,-1.0508163,1
0.52188766,-0.19306755,-0.79048777,-0.93080425,1
0.5091529,-0.17828327,-0.38103035,-0.7957447,0
0.65198505,0.68784887,-0.72893995,-0.93892187,0
1.1785082,-0.58701867,0.21125641,-0.21181822,0
-0.8388246,0.030218333,-0.9926909,0.04498088,0
0.3540746,-1.248355,-0.5576633,-0.71976286,1
-1.3391533,-0.6507238,-0.8934574,-1.1237406,1
-0.20459172,0.25468895,-0.36181659,0.65606445,1
1.7513448,-0.1926014,-0.8517593,-0.06152531,0
0.8260849,-0.72772765,0.27496213,-1.123675,0
1.0514876,-0.6953497,-1.3704748,0.19255261,1
-0.30355734,-0.09558226,-0.6000653,0.36507165,1
-0.41100913,0.32660127,-0.0867984,-0.0026566759,1
-0.07282241,-0.5717683,0.09365453,0.1073703,1
0.31949872,-0.54387015,-0.6839601,-0.19550255,1
-0.6901357,1.2140356,0.85845506,2.3679695,1
-1.524078,-0.7325976,-1.0434955,-0.5316143,1
-0.5333169,-0.6936236,2.3729072,0.07457709,1
-0.10552555,0.61254275,0.82238156,0.78537077,0
1.1599869,-0.41805276,0.11231845,-0.07293232,0
-0.4059223,0.4283002,0.57095605,1.7153752,1
-1.07941,-0.3514596,0.10482352,-0.63409543,0
0.15787226,0.43277723,-0.98963803,-0.65580857,1
0.8362645,0.10034387,-0.60543126,-0.9473504,1
-0.5494587,-0.2053501,-0.46350724,0.09932163,0
0.74506414,0.21744882,0.45215032,0.50611395,1
1.525344,0.06495406,-0.3482389,-0.22495905,1
1.351696,-0.48767698,-0.93495727,-0.90984154,0
0.049152672,-0.11916956,-1.4480183,-0.48801515,1
0.36438507,-0.5514248,-0.8772664,-0.7214948,0
-0.3740298,-0.36031595,3.1701193,-0.61114705,1
-0.67270327,0.07339729,-0.5818279,-0.88319784,1
0.9251329,-0.22973011,-0.6555158,-0.74226457,1
-0.5832704,-0.230757,0.11435337,0.54805994,1
-0.9029101,-0.1816595,0.41989496,0.8414311,0
-0.16929111,0.15348107,0.98149776,0.15825504,1
-1.285038,0.5574287,1.1252352,1.406407,1
0.67219687,-0.49041715,-1.6887693,-0.75722337,1
-0.47837716,-0.24690108,-0.728004,-0.13731275,1
-1.6360345,-0.6607724,-1.0177634,0.14598799,0
0.7488836,0.013461709,1.9370468,2.3041089,1
-1.2181047,-0.2865013,-0.36177012,1.026816,0
0.87257576,-0.13327405,0.38272867,0.31220096,0
-1.1027417,-0.22505131,-0.048797548,-0.70863146,0
-0.67387664,4.5454016,2.7335877,0.6758267,0
-0.9316375,-0.9214545,0.61030525,-0.5549676,1
-1.9691458,-1.1291915,-0.359577,-0.7337398,1
2.9127152,0.8500385,-0.5831292,-0.9253659,0
-0.5126109,-0.34228086,1.3705473,2.0831628,1
0.45904803,-0.98642266,0.74830234,1.7520909,1
-0.15414235,-0.20469126,0.16234574,0.8492955,1
0.22360449,0.28090966,1.3772132,2.5288343,1
-0.9815115,0.5035643,0.6067115,0.6849085,1
-1.8493829,-0.49591252,-0.86423004,-1.0048165,0
-0.11690372,-0.23081422,-0.40689257,-0.95546126,0
-1.4930059,-0.6573342,-0.8524796,0.2288187,1
-0.43198735,-0.40367836,0.11782022,0.7301606,1
-1.2979683,-0.97209203,-1.3068187,-1.0933717,0
-0.5847089,-0.19223617,1.2542201,1.5592722,1
-0.018008396,-0.25272954,-1.0047894,-1.0014617,1
0.8080019,0.15178837,2.7379375,0.020583116,1
0.69947207,-0.2722606,0.036012296,0.11857568,0
-0.92968357,-0.1503905,-0.34361607,0.6480683,0
-0.68029726,-0.4885363,-1.3055297,0.15372266,0
0.33535016,1.062125,-0.23697542,0.6317384,0
0.7691848,1.385556,2.530812,2.4644468,0
-0.4329654,0.18268222,-1.3836052,0.115136996,1
-0.7877889,1.000744,-0.8276038,-0.08013745,1
1.209235,0.1456678,-0.30630445,1.0487504,1
1.1048226,4.86605,0.7810259,-0.08488122,0
-2.143249,-0.5403598,-0.6424574,-0.05574981,0
-0.6080658,-1.1632571,-0.29082745,-0.29153478,0
0.9617981,0.09499756,-1.4836628,-1.2233106,0
2.5448859,0.69364816,-1.2246196,-0.8474542,0
-1.0039734,-0.68637574,1.0172448,-0.5239613,1
0.53356826,0.58103424,0.7133455,1.2790287,1
-0.28675863,-0.5390211,-0.5185372,-1.2774191,1
-0.107265025,0.083069,-0.770755,-0.2346129,1
0.7678217,0.3049354,2.3622208,1.3076403,0
0.6341567,1.8627727,-0.27078494,-0.36831185,0
-0.7034837,-0.039720714,-0.17806092,-0.14776811,0
-1.209087,-0.25115803,-0.8254566,0.0060439967,1
-0.101066925,-0.7504233,-1.0399235,-0.17410526,1
-0.36458537,-0.031964567,-0.6327024,0.75725895,0
-1.1874074,0.8020875,1.3961167,1.7664106,0
0.5034641,0.38954136,-0.6199891,-0.40481704,1
-0.88366264,-0.24313396,0.48030236,0.88549006,1
-0.90690184,-0.21856865,-0.03957036,0.895124,0
0.07390508,-0.4603985,0.29816827,0.8893103,1
0.10720867,-0.18935722,-1.0249211,1.115107,1
-1.2141955,-0.19897437,-1.500171,-0.8241633,1
0.44118622,-0.3152408,0.062736,-1.1187046,1
-0.31744117,0.021359002,0.19759366,-0.20543574,1
-1.5988666,-0.45413962,-0.6081388,-0.5871914,1
-0.9789449,-0.18668564,-0.8894072,0.78383017,0
1.5688705,-0.4240831,-0.117394,-0.9076505,1
-0.1948925,0.38393426,0.9821367,0.09665166,0
0.23425554,1.6292897,-0.09589544,0.60182333,0
-1.1846056,2.087299,0.8727295,-0.9974865,0
-1.5837274,-0.6543842,-0.3519131,-0.7076845,1
-0.28094283,0.7646797,0.9833603,-0.6148139,0
0.20307216,-0.76358676,0.7368921,-0.9742082,1
-0.31139094,0.108816236,-0.033847213,-0.17199272,1
-0.22722837,3.6899676,2.4810688,4.650888,0
-0.39269546,-0.25843444,-0.6119055,0.06203224,0
1.7357628,-0.37984535,0.17869112,-0.052163955,0
-0.22927049,-0.11989871,0.51857346,0.77769506,0
-1.4425607,-0.28004113,-0.082204655,-0.72869813,1
-1.1890572,-0.64525396,-1.5057139,-0.8433047,1
0.07078906,0.13667953,0.021967903,0.7454329,1
-1.114248,-0.24576004,-0.3860958,0.84885603,0
-1.5967346,-0.88237864,-1.2978462,-1.3252423,1
0.18400803,-0.20407006,1.3159659,1.4364603,1
-0.5106358,-0.90117216,-1.5679139,-0.62958133,0
0.49329275,-0.33892497,0.5888045,0.10880621,0
0.8144533,0.21457054,-0.33905363,0.09257966,0
0.577954,-0.5835599,2.2434916,0.6690858,0
1.0393701,0.43290773,0.85531694,0.6711736,1
-0.20550956,1.5840569,0.51944494,2.5887437,0
0.63231134,-0.6649006,0.37094325,0.13710591,1
-0.34835383,-0.3494328,-1.1571674,-0.05178704,1
0.73309296,0.74454045,0.104104795,-0.10904732,1
-0.4968982,0.17129192,0.49960458,0.72216904,0
0.9754133,0.01107657,0.9568497,0.5768362,0
0.4566239,-0.008494958,-1.1867555,-0.6648866,1
-1.0234684,0.14371394,0.23279078,0.7854461,0
-2.3627357,-1.3453119,-0.96836805,-0.7476405,1
-0.6179677,-0.70031327,0.19589323,-0.4932758,1
-1.4044018,-0.62143755,-1.6743262,-1.1331735,1
0.22488959,-0.6067349,0.2923155,-0.076965205,1
0.4280528,0.13942838,0.90670633,0.65035576,0
0.7494786,-0.2983513,1.1081727,1.0287926,0
1.1196665,-0.27968487,-0.39694136,0.19022268,0
0.6329837,-0.09176127,-0.19419779,0.50875455,0
0.34229022,0.1496574,-0.95060396,-0.06293952,0
-0.8845542,-0.32518727,0.10462567,-0.99329704,1
-0.14534318,-0.553228,-0.73566335,0.21411394,0
0.8050914,0.35436323,0.72340995,1.7153518,0
-0.5259602,-0.73978823,-0.445145,-0.73490196,1
1.2731284,-0.80073416,-0.2701103,-0.26193148,0
0.5590026,-0.5190061,-0.5203858,0.08945185,0
0.38536423,-0.03955105,0.76800025,-0.032324724,1
-0.94034064,-0.5493468,-1.3501676,-1.2994468,1
-0.8584239,0.03646668,-0.9484453,-0.7429311,1
1.6082343,0.044763654,-0.82881355,-0.6876676,0
0.65728194,-0.6510203,-0.6041225,0.27958465,1
0.9374609,-0.7462336,-1.2699101,-1.2684231,1
-1.5290638,-0.087281674,0.40382347,1.0865221,1
0.5894915,-0.13497561,-0.8381472,-0.23904428,0
0.28579444,-0.15750784,-0.0072296336,0.7244606,1
-0.7650647,-0.7167239,-0.30616745,-0.5429905,0
1.1562135,1.5557206,0.6507337,-0.43919396,0
-0.8836885,0.095684335,-0.004774064,1.087889,0
1.4130954,0.38002175,0.3697568,0.20230897,0
-0.67654955,1.22461,0.58149827,0.6818466,0
-0.19974717,0.34457135,0.4051404,0.79482824,1
-1.2468698,-0.99274313,-0.40472344,-0.75850314,1
0.06619502,0.10020155,-1.013665,-1.0275593,1
-0.5891858,0.19224419,-0.24079221,-1.1941165,0
1.4374316,-0.45593148,1.330003,-1.0192546,0
-0.735115,-0.26756346,-0.69539,-1.2046393,1
0.38888946,-0.16031359,0.08256968,0.80278313,0
-1.1229718,0.3202107,-0.81105226,1.1019192,1
-0.4733374,-0.8665653,0.20082694,-0.1304285,0
0.65022004,0.71373236,0.49001196,-0.22136235,0
0.298849,1.3055266,1.9317572,0.5253743,0
0.014655322,0.31001294,0.68326384,1.3477434,1
-0.6775181,-0.15267223,-0.7867234,-0.980387,1
0.6502834,0.25861913,1.7850747,0.9993684,1
-0.50118876,-0.51650155,0.2874371,-1.0655888,0
-0.5591172,-0.65712214,-0.32572788,-0.33612972,1
0.5737181,0.0036456287,-0.6417732,-0.2054162,1
-1.3222547,-0.2814855,-0.08217938,-0.9413084,1
1.5432826,0.088220716,0.27411926,0.0595782,0
-0.087411895,0.7897525,-0.17119351,-0.5441712,1
0.28414714,-0.18810818,0.0059212,0.07639122,1
-1.7188029,-0.41988453,-0.5866669,-0.7263468,1
0.33550042,2.1967728,-0.2601709,-0.26256755,0
0.62078184,-0.37269652,0.72037375,-0.014675075,0
-0.40805516,-0.3533199,1.4402629,0.70981824,1
1.5307698,-0.1532192,0.3330539,-0.9114157,1
-0.65499514,-0.20306545,-1.3736477,-0.68230164,1
0.5936104,0.59974784,-0.2300103,-0.04804581,0
-1.2011732,-0.39440134,-1.1499994,0.24047999,0
1.5453187,-0.37116915,-0.992131,-0.894338,0
0.57549524,0.132671,-0.6217049,0.6621676,1
-0.6093076,-0.8938166,2.8517647,-0.6783829,1
2.0914161,-0.4328084,0.12235073,-0.5475287,0
0.2814975,-0.46737003,-0.64911133,0.067754894,0
-0.55522776,0.8420156,-0.4523859,-0.29902276,1
-1.3205397,-1.1357976,-0.7933431,-0.70482844,0
0.30212557,0.5517826,-0.7364213,-1.2166913,1
1.0561311,-0.38559642,0.19991633,-0.27252528,1
-1.2759868,-0.41680866,0.14906065,-0.679724,1
1.3420821,0.82812417,0.116244175,-0.6513305,0
-0.71851075,-0.2085472,1.192657,-0.03831503,0
0.77831835,-0.6977851,0.5508769,-0.36916232,0
-0.6353545,-0.44906473,0.63537467,2.1147456,1
0.23137355,-0.625169,0.12701777,-1.0375824,1
0.52736044,1.0440513,0.34773603,1.1768923,0
-0.9734343,1.6132729,2.5395577,1.6656767,1
-0.21033677,0.05143845,0.5099241,-0.11673492,0
0.30433267,-0.3048578,0.11318719,-0.65202665,1
-0.024422169,0.16945565,1.0152268,0.98778266,1
-0.8747056,-0.4406314,0.42585605,-0.69958067,1
-1.3824048,-0.17152978,-0.56513405,-0.5999884,1
-0.15068753,0.4523722,0.2655099,0.8952355,0
-0.9266854,-0.4570962,-1.7551649,-0.81456894,1
1.3201711,-0.7645107,-0.24018013,0.09595685,1
-0.7709781,1.2719014,0.46921575,0.021500237,0
-0.19172022,0.6730466,-1.0232278,-0.6255581,0
-0.4296537,-0.37231034,-0.20598045,-0.557833,0
-0.0320088,-0.11800997,1.1472838,0.7216457,0
0.8238385,-0.5367197,0.33343518,0.22135784,1
-1.4597,-0.4254235,-1.4343488,-1.0561144,1
0.3793664,-0.06713204,-0.21164659,0.9406198,0
-0.6156147,-0.28748864,-0.62205964,-1.0597025,1
-0.14975744,-0.027838152,-0.5012144,-0.58681434,1
-1.3075188,-0.49442476,-0.9129934,-0.6832439,1
-0.38248158,1.5193379,-0.57613045,-0.2515966,0
0.4419249,10.278241,-0.9911438,-0.5908704,1
-1.180003,-0.9193706,-0.4865571,-0.8266892,1
-1.4623647,0.13756408,-0.72968644,-0.58851427,1
-0.020068757,-0.23077178,-0.2119052,-0.06601692,0
0.028162047,5.781256,2.13203,4.7425246,1
-1.4994614,-0.21407653,-1.3716686,-0.5136926,1
0.115907334,-0.064308494,-0.7173803,0.9541594,1
1.3852735,-0.07366915,-0.09993157,-0.18528144,0
-1.3199446,-0.23758294,-0.22257052,-0.6682446,1
1.0795207,0.3095405,1.0340558,-0.20809439,0
-1.081199,-0.07679658,-0.823313,-0.9979611,1
-0.063480556,-0.052375898,-0.9443222,-0.5134181,1
-0.83646154,-0.18229188,-0.85883945,-0.9356308,1
0.58382076,-0.23524718,1.3230428,1.3947407,1
-0.64634854,-0.55864084,-0.8375156,-0.56669915,0
