lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_2_pt,jet_2_eta,jet_2_phi,jet_3_pt,jet_3_eta,jet_3_phi,jet_4_pt,jet_4_eta,jet_4_phi,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,target
-0.5211348,1.1580036,-0.44363752,-0.97656363,-2.2130613,0.32690826,0.02821374,1.5384337,-1.7220802,1.3192405,0.8346028,1.1161513,0.35548484,-0.2070998,1.1096922,1.7904851,-1.1428472,-1.0230787,-1.9608891,-0.03512454,-1.2859708,-0.12747169,-0.28926137,-1.0548992,0
-1.7987528,-0.74980885,-1.060973,1.7839574,0.16287866,0.48148048,-2.611494,1.4520974,3.8768132,0.25856864,-0.595586,5.608328,2.3373842,-2.2648196,0.18471842,2.1248202,0.77591395,-1.2041149,1.5655522,0.41025943,1.1231362,0.23553324,3.5370355,3.6933222,0
0.4076929,1.1573949,-0.4872868,-1.2973,-0.10379586,-0.22950709,1.269381,1.7708632,1.3620151,3.1519222,-0.07573524,-0.070292175,0.20098877,2.249256,0.2725423,0.58287305,-0.5164616,0.26690084,1.3661034,-0.84015846,-0.9457639,1.6971558,-0.67941487,-0.90097594,0
-0.8586791,0.16860986,-1.556069,0.40959096,0.745938,-0.86687464,-1.0246445,-0.19767338,1.51984,-0.5329264,-1.7936703,-1.2014297,1.5561047,-1.1692691,0.8906039,-1.1780151,-0.7783716,-0.8249421,-0.04431229,0.028004885,1.0915437,0.9836378,-0.9011107,-0.3747658,0
-1.1539879,-0.63684833,-0.07656604,-0.05348207,-1.4552481,-0.6507983,-0.025473386,-0.6007369,-0.40274024,-0.6570916,-0.5072752,0.14873087,0.34412456,0.8282985,0.0023204088,1.3490767,-0.24064726,0.11070221,-0.057048637,1.1924081,-0.12172297,0.18211517,0.19910073,-0.35620838,1
0.51723707,2.070796,0.74569505,0.31638741,-0.8552393,0.41817898,-0.8007891,0.5258333,-1.4388348,1.4448631,-0.17182362,-1.6664972,-0.42532706,0.38537532,-0.59599173,-0.11110443,-1.3202012,-0.19221953,-1.6239322,-0.05547574,-2.3083844,-0.3928802,-0.60281426,-0.4973808,0
-1.2723038,1.0259316,-1.1862919,0.8672421,-0.26085162,-0.27215225,-1.2811322,-1.7847955,-1.67028,0.48239407,-0.15110986,1.5675049,1.266717,0.82618785,-0.3789766,0.8310617,0.9170641,0.4016699,-0.10128036,-0.9108983,-0.74697876,1.3932171,-0.27824995,-0.74791986,0
0.7322733,0.96365345,0.4662098,-1.3821359,1.5521985,-0.52883196,-0.44525295,2.3302202,-0.67881095,-0.86066234,-1.4020007,0.2617637,-1.311732,-1.250782,0.5001009,0.30726868,-1.3776853,-0.5508085,-0.42823842,-0.469618,-0.36748597,0.48990476,0.36692262,1.328258,1
1.4923801,1.9921173,-0.9757004,0.15082571,-2.3018222,0.25042582,-1.8734292,0.96545315,-0.36577812,0.9421807,2.2465587,1.6759882,0.9129517,0.17603546,0.64258397,1.2855952,-1.2996907,-1.3649099,-0.8068059,-0.63729334,-1.8956101,-1.0224133,-0.43913898,-0.06056881,0
-0.019638836,-0.9113436,1.2278645,1.9667104,-2.1110353,0.78705513,-0.51486844,0.6427276,-0.3053407,-0.5850722,0.67136586,-0.5634938,-0.5020084,1.0228082,-0.021904618,-1.6578414,-0.62120837,-0.10063395,-0.06785998,-0.5322148,0.44280276,0.118643105,-0.7450434,-0.55955595,1
-1.106068,0.64924073,0.08205589,-0.15016216,2.618053,3.0935588,1.5161115,1.049542,2.9187813,-0.20653944,-0.33842266,3.723432,0.92963886,-0.7977299,1.5617694,1.9683065,0.72650164,-0.31198946,1.9175802,-0.9751289,0.6681025,6.2922783,3.0322635,1.3435435,0
-0.40054065,-0.15886909,1.7391595,1.0621094,0.7495198,-0.32054317,0.43283156,-1.5855443,-0.8765528,-0.113910615,-1.2691011,-0.58495957,-0.1034092,-0.027810097,3.867492,-0.6745982,1.1555623,-0.76953053,0.23045719,0.25153053,-0.67851424,-0.925709,0.33618808,-0.26418334,0
0.19645298,1.3419876,0.43288857,1.3932713,-0.5722944,-1.1286772,0.65981144,1.4165802,0.33452678,-0.59282565,0.094975725,1.1362003,-0.8486768,0.37066793,-1.5787015,-1.0333703,1.0611589,-0.44058967,0.06866589,-0.64675176,-0.36907598,-0.3537993,0.5264635,-0.31897467,1
-1.6485243,0.98391783,-1.9559482,0.25912052,-1.0472465,-0.36205977,-1.3843006,-1.1108607,-0.22630656,-1.7541254,0.7502985,-0.29639992,0.33147454,-0.48720488,-1.1197734,0.71579057,1.7765367,-0.12712283,0.63496053,-0.3733124,0.26047993,0.75809145,1.5560917,1.5443251,1
-1.1246171,0.09146857,2.7156677,1.9882457,1.0434144,1.183026,-1.0304571,-0.33401924,5.159066,0.55601233,-1.8651202,-0.4415651,0.021248206,0.7449323,0.51441944,-0.99812365,0.53317297,-0.46465242,3.4833732,3.0020437,2.0515056,-1.1857581,3.8212066,4.065681,0
-0.20036316,1.2705547,-0.4858454,0.48579323,-0.2702667,-1.288739,-0.8329282,-1.1700456,1.4085836,-0.20774508,-0.5814419,0.43552965,0.20655519,2.009007,-1.799263,-0.20251033,-0.26968256,-0.6590736,-0.6490836,0.3230958,-0.21731889,0.5796133,-0.53692806,0.0027721524,1
-1.1857365,0.43364435,-1.281276,0.2900561,-0.3432194,-0.7613276,-1.0417442,0.9233979,0.031242013,-1.1084442,2.1807268,0.8178457,-0.9938439,-0.92042,-0.4106316,-2.1438422,2.1327493,-1.2086807,0.7219636,0.37175652,2.16829,-0.44201273,1.0766351,-0.5932847,0
-0.6607541,0.3399681,2.1187816,-0.06728317,-1.2030543,-1.0920577,0.2319966,-0.95665264,0.15166211,0.6086202,-1.3230301,0.6635545,1.4076433,0.06656438,-2.0385282,0.6620712,-0.66791093,-0.477345,-0.06946971,-1.1640034,-0.8582592,0.4292544,-0.5802942,-0.663047,1
0.9520945,-1.0956639,-1.1131015,-0.7022579,1.4498649,-1.1628532,-1.3812702,1.063957,-1.4523923,-0.9934089,0.9554897,1.2760842,-0.2936073,0.30546197,-0.7133525,-0.013507068,1.5388597,0.90655696,-0.014684878,0.047693998,-0.94455945,-0.07821995,-1.6057265,-0.62322766,1
0.8610586,0.16709307,1.2796782,0.023017466,-0.9772822,-0.4640951,-0.71682775,-0.38525325,0.17884743,2.0586963,0.9705151,-0.06263596,0.2683342,-0.4725594,-1.4741883,0.81164074,1.6286346,0.7138545,0.3924276,0.30237705,-0.5030254,0.22819303,-1.2399063,-0.65318286,0
0.18971166,-1.3207344,1.1379094,0.48891962,1.3264127,-1.2265017,-0.8563089,-0.7084619,-0.7785929,0.14078543,-0.7429297,-1.154385,-0.5672213,1.2105076,-0.9898138,-2.4440093,1.1679733,-0.41748965,0.12953317,-1.3470654,-0.9206253,0.00078862906,-0.5594261,-0.6638482,0
-0.07868931,-0.57633424,0.71155024,-0.42671528,0.6336944,1.1771857,-2.0113356,-1.2011511,0.41036636,-2.2778392,2.1307585,0.686157,-0.29233974,1.1543702,2.239995,-1.1025019,-0.24930286,0.2405498,-0.34231633,-0.59756273,-0.0229384,-0.572223,-1.0654898,-1.6953677,1
0.46693987,1.4680983,0.6619562,1.8095753,2.1621509,0.5690074,-1.3389436,-0.5560255,-1.2451981,-0.16486436,-1.0165046,-0.5954716,1.8188457,-2.2742653,-0.1606931,0.71377325,-0.35783508,-1.4604199,0.5437435,-0.38458326,-0.79069525,-0.6237374,-0.6121608,0.3736019,1
-0.1909909,-1.8408265,-2.412053,1.8569725,-0.4847458,0.021072969,-0.20448461,1.549031,-0.06262143,-0.6737409,0.53368604,1.1802185,-1.623635,-1.913592,-0.27963826,0.9318324,1.3067111,0.7977502,-0.08106053,-0.122783855,1.0987548,-0.31363833,-0.7377724,-0.12014818,1
1.5561545,-1.7288069,0.10069972,0.86477524,-0.045856595,0.9105544,-1.6289988,-1.4666474,-0.31085885,0.59463143,-0.2871071,-0.12821567,-1.5357332,-1.5889446,-0.64368826,-0.72242415,-2.8434596,0.034944475,0.16103326,-1.4197865,0.3991349,0.073303044,1.6373535,0.6630851,0
1.8408599,-1.8687941,-1.0147703,-1.4042457,0.9963231,0.97117436,-1.7228887,-0.27525777,-1.6010273,-2.0692325,0.10209268,1.4983964,-0.55576426,-0.8898571,-0.38678092,-0.22281325,0.90677166,1.5226804,0.87569094,2.802523,1.8156217,0.9428831,-0.26202473,0.15697907,1
0.69740033,-1.3782148,-0.88847506,1.1339903,1.1615456,0.5055797,-1.0726779,1.6252335,0.33096635,0.032424927,-0.64267087,-0.20905766,-2.0550334,1.9273351,0.3266499,2.4611435,-2.5812097,-0.5031243,1.16052,0.17693496,1.0333931,2.624366,2.4632037,1.8506656,0
0.44307154,0.49499387,0.010884523,-0.40075865,0.39024663,-0.9017141,-1.1804445,-0.69691837,-1.2375692,0.21955448,-2.0015361,-0.4864034,-0.22256841,1.3762237,-0.7733044,0.06488228,0.13233812,-0.60881066,-1.086978,-0.5511569,0.57673794,-1.0633658,-0.055438653,-0.9540088,0
1.0544529,0.42542362,-1.1846744,-1.3278933,1.3339856,0.04441458,-0.34756815,-1.1462085,-0.5049479,1.657126,0.30913487,-0.9073131,-2.0436854,1.063674,-0.6253443,1.5445962,-0.6191472,0.34018588,-0.21976957,-0.918038,-0.5856903,-0.30793464,-0.06628153,-1.0542475,1
2.494159,-0.54919773,0.19359832,1.3382928,0.18185744,0.48811623,0.30275455,2.4903321,2.5370648,0.37242007,-1.8724098,0.71378744,0.0066251457,-0.2067163,0.88686365,1.6438246,-0.13222554,-0.757353,-1.1249022,0.15113637,0.17303899,-0.0011078715,1.1226304,-0.014095932,1
-2.2581346,0.32707667,0.11704439,2.2683084,1.1145117,2.0860448,1.3447708,0.96750253,-0.30221245,-0.05585885,1.9645631,1.4065468,0.33886832,1.3331178,0.061217427,2.389146,-0.92043257,-0.0056324005,-1.4950833,3.9513977,0.1462971,0.62117916,-0.12729107,0.9061055,1
0.46437693,-0.23045868,1.4236364,-1.1939158,-0.75347656,-0.3019103,0.04763873,-1.1625586,0.4521199,0.026360087,-1.724122,-0.49107826,0.4209396,0.65424126,1.4295242,-0.7768762,1.2065952,-0.71471137,-0.7593856,-0.010001123,-1.0702696,-0.76650435,-0.15971395,0.18642157,1
-0.071671456,-0.37479147,-0.47155252,-1.0108633,1.026554,-0.37921792,0.38157874,1.6436716,1.2727085,-2.7248845,-1.0212965,1.0450802,-0.31687313,1.811926,1.1221446,0.05534453,0.42779672,-1.7529229,-0.25681692,0.92318887,-1.6983366,-1.4802103,-1.4902929,0.8427756,0
-1.1596357,-0.62577105,1.4894109,2.0696087,-0.68479186,-0.39860147,0.058621287,0.50076604,-0.19289726,-2.0335336,1.1754628,-0.79821193,0.2515687,-1.0888404,-0.86647373,-1.3852293,-0.3579483,0.0030965805,0.5656294,0.22735372,-0.59911567,-1.0911657,0.54876024,0.446143,1
0.61385465,-1.8546052,-0.5735475,2.403379,0.47278303,0.54704815,-1.492383,0.22071245,2.688017,-0.38692582,1.0393535,0.4048475,-0.9839968,-1.6185985,1.3648611,-0.37622696,1.8076986,-0.91852677,2.4477494,2.4764469,1.2217451,0.8421306,-0.22250748,0.3522296,0
-0.05333823,1.1726584,1.325713,0.47612333,-0.027828172,1.219666,-2.180629,-0.41496655,2.485442,0.38853672,0.46203768,-0.8973019,-1.5340228,-0.4650098,-0.8882131,2.5840554,0.36421764,1.2618182,-0.11146313,0.8804501,0.26477072,-1.0523205,0.009753048,-0.2444836,0
-0.45766872,0.3401524,0.18353695,-0.09485322,0.17759794,-0.4347514,1.9646261,-0.43041208,-1.0909482,-0.7436332,0.525036,1.7626212,1.305155,1.9740162,1.4062979,1.1375642,0.23627168,-1.4353535,-0.18518275,-0.3564572,0.748696,-0.15043768,-0.26465032,-0.83948565,0
1.4182347,-0.004273027,0.609088,-0.2950794,-0.6884152,0.49535912,0.91570044,1.5243974,0.83627284,0.77542245,-0.008065999,2.2421758,1.8383763,-0.6720097,-0.71403635,0.11865741,-0.8927716,1.2464966,1.0492344,3.1351552,0.6187573,-1.2518197,0.845016,0.27654895,1
1.7889805,1.3437722,0.49178836,-0.32139146,-1.5786482,-0.42921218,1.7385688,-1.7672231,-1.3214701,0.61736465,-0.81831205,-1.325082,-0.77615,1.0514567,-1.0541763,0.020808756,-2.930077,-0.74645454,-0.018725634,-0.27951688,0.39985356,-1.278648,-0.5865796,-1.1654419,0
-0.56450444,-1.0374115,1.9860556,-0.8873037,-1.2621934,-1.5018188,0.5884183,-1.4724808,-1.0805576,-0.552589,-0.84892225,1.9771677,-0.68861526,-0.70863074,-0.62726927,-0.52460074,0.6446854,-0.5993135,0.55143815,-0.67621005,-1.2878695,1.346842,-0.44266403,-1.0818479,1
-0.37896985,1.9191828,0.49937692,0.22481008,-0.837614,-0.017286062,-1.0670992,-2.097278,-1.5296637,0.9564512,-1.9654528,-0.41197824,-1.040335,1.8266511,-0.86530495,0.57065976,0.68759084,-0.012490392,-1.314558,-0.57356083,-0.71289265,0.58321327,0.023714185,-1.6868136,0
0.9688336,-0.5607183,-0.8935867,-0.7140394,-0.124756224,-0.24511948,-0.5256576,-0.010860503,0.3794064,-0.2644722,0.6090529,0.3727138,0.14459857,-1.3584459,-0.3571383,0.0049306154,-1.662129,0.098444715,0.02370958,-0.67169607,0.58118105,-0.30349648,-0.5198963,-0.7054551,0
1.5965263,0.886142,2.1429741,-0.39910376,-0.030033048,-0.88440907,1.1306267,0.04335797,-0.10001704,0.9047227,-0.06018603,1.2060281,-1.3147819,0.8907978,0.30606282,0.16771857,0.16580456,0.8319735,-0.757851,-0.15869978,-0.5752517,-0.32869393,-1.159769,-0.7552223,0
-0.046423793,1.012189,1.3593429,0.15859196,-0.28273243,-0.5594384,-0.85605526,0.028199375,-0.38940218,1.2422615,-0.34993917,-1.3275508,-1.3831432,-0.7846994,0.7821776,-0.23210466,1.2717302,0.27672535,-0.95870256,0.7798561,-0.15789424,-0.23170601,-0.5065546,-1.4893622,1
0.9731339,0.53365374,0.30358073,-0.41239226,-0.3607095,0.14646691,0.7423764,1.1797254,-0.1451107,2.0117414,0.2856503,0.72892165,1.8163025,-1.112935,-2.0219245,0.2023499,0.9400096,-0.55424666,-0.48894656,-0.46653956,-0.051693544,-1.0694513,-0.94500554,-1.4933333,0
-0.5070401,-0.35785332,-2.1189506,1.5209904,-1.4454075,-0.3566003,1.3708752,-1.2668524,1.9975818,2.1772037,-0.48572597,1.0008032,1.0038966,-0.6871644,0.8229841,0.2668299,1.4097012,4.1928825,4.6309624,-1.0020186,1.394706,0.22136462,2.842235,2.5984988,0
-2.1406977,1.0546123,-0.70954096,-0.59247255,0.5675283,-0.7799332,2.0962093,-1.9495265,-0.78991675,-1.2023854,1.0735865,-0.3136611,-0.1776964,-1.4006735,0.5944123,-1.7128112,0.593832,-1.1738068,0.30788007,-0.5440772,-0.8945935,1.4547982,-0.4582206,-0.9961406,1
0.08142254,2.4512634,-0.13471425,0.26302704,0.5436343,-0.048398137,0.12271139,1.3332317,-1.7409353,-1.2390296,1.5769646,-0.81215084,0.5695624,1.1300609,-2.200724,0.56185687,2.1668696,-0.110182524,-1.1214197,1.4871162,-1.0546477,-0.23371552,-0.547413,-0.24971303,0
0.27838,-0.53388405,0.84410036,-0.21258184,0.18398571,-0.9798882,-2.0691729,0.9067441,1.0870064,-1.0544436,0.46414608,0.8431183,2.6992066,2.1771183,-1.082298,-1.9831407,-0.6224471,-0.22164431,-0.100882985,0.63571846,-1.3716412,0.87842417,-0.2177014,-0.70315045,0
0.5929792,-0.33218774,-0.4495684,0.7064116,-2.0228887,1.2353786,0.86853254,1.3084326,1.1878073,-0.34642923,0.5699959,-0.30322042,0.25451982,1.6133592,-0.40025017,0.7259648,-1.4884119,0.43742242,0.27785993,2.0990615,0.23904769,1.7024978,-0.17957658,-0.041365415,1
-1.0589913,0.91124725,-1.2478955,0.48200995,0.6602128,1.1621947,0.83320117,-1.1331267,-2.2723277,-0.9165567,-0.51212454,0.6470766,-0.11324832,-0.21647811,-0.50427485,-1.1838268,0.3661812,-0.10500548,-0.62124836,-0.38669962,-0.7623588,-0.19683173,0.84996575,1.0094832,0
0.99412954,-0.30076277,-0.71363866,-1.1609256,0.86371505,-0.17295071,-0.041300416,1.3648394,-0.5754534,-0.89747834,-0.49539062,-0.8093997,1.4747816,-1.7800791,-0.1452238,-1.2215617,-0.56092954,2.4870288,0.9814606,1.630295,-0.68644017,-0.88847256,0.27182713,-0.7432796,1
0.702421,0.14617081,-0.1969173,-0.016582012,-0.7007152,-0.49278486,-1.1739216,1.231696,0.1996284,1.1275852,-1.6586446,1.4091011,1.2594177,0.12194288,-0.091509044,0.6319388,0.14928734,-0.08731872,1.1162491,1.8140669,-0.57496464,0.052781105,0.7096758,0.12897219,1
0.6266322,-1.706233,2.4722674,-0.17338961,-0.9475007,0.00010974519,-0.229354,0.6846904,-0.9661884,-1.5514479,-0.26589414,-0.19415426,-1.0464493,-1.6164297,0.23292837,-1.565053,1.1610515,0.40683246,0.10993637,-2.0179935,-1.1821338,0.56850344,-0.31331882,0.030323744,0
-0.1392502,1.3067212,0.25438038,1.3904936,1.0040445,-1.1273447,0.14841673,-2.0539923,-1.3330556,0.98246384,-0.3921355,-0.102712035,-1.7868097,-0.3054195,-0.6995107,0.7762679,0.958706,-0.1501773,-0.9707403,0.7436501,0.50293547,-2.3920817,-1.4617133,-0.8956359,0
-1.4668665,-2.4067848,-0.005644083,-0.44110328,2.9258604,-0.8865128,0.39461803,2.1795142,-0.71240175,-2.2688062,0.85574985,-0.8683866,0.4748807,1.157239,-0.96352416,-1.0152915,-0.5440757,0.892993,-0.5017562,0.93181586,-0.1142534,-1.403132,-1.3668269,-0.8435597,0
-0.9848772,-0.01653397,-0.69267726,0.55266213,-0.44055915,-1.3918011,3.1106849,2.1492567,-0.8270032,-1.0117718,-0.8586579,-0.50185895,-1.3559566,0.85683054,-0.2522652,0.17893371,-0.02624689,-0.7738285,-1.4886552,-0.49589568,-0.06336076,0.3545496,-0.9109421,-1.140925,0
2.9155385,-1.9832413,1.4832041,2.9268928,1.022593,1.9246659,-1.6991537,-0.9505511,-1.0892767,-0.7598914,-0.10131256,-1.0929,-1.3667177,0.34838656,-1.5909685,-0.804412,-0.9293674,-0.023182467,-0.28169,3.8625007,0.49559182,-1.3073776,-0.16202122,1.8927691,1
-1.5490866,-3.0275981,1.8916364,-1.2165806,-0.20839818,-0.10211478,-0.5563059,0.59837437,-1.7248377,1.8508496,-0.84758174,-0.14961423,1.4045489,0.49697053,-1.0322754,-0.5890107,-0.50789976,2.58084,1.0769728,-0.7669817,-1.0762217,-2.2754028,-0.24329051,-0.22431299,1
-0.48127565,2.774426,0.16844732,0.8358679,-1.0910078,-1.594616,-1.1928247,0.7379836,-0.9566838,-1.1995175,0.06910694,-1.0451322,-1.6750586,2.073074,-0.29650334,-0.050625764,2.0212939,0.38207212,-0.45847815,-0.047826536,-0.32614398,-0.5123619,0.049180694,2.0640419,1
1.0239444,1.0558178,0.5787417,-0.5936903,-0.15958768,-0.35242477,-1.577051,-0.5483401,0.13321885,1.1311541,0.7139349,-0.5562021,1.9932112,1.3290255,2.1228185,0.34867704,-1.095095,1.5540648,1.583069,-0.19050102,-1.1007844,0.35487476,1.509892,0.7822672,0
-2.0511436,1.4121845,0.21372586,-0.34588462,-0.015303433,-0.037401944,1.6770794,-1.9433906,0.35002396,0.22511375,0.52674896,0.12985128,0.67035484,-1.9007579,-0.6430929,0.34503305,-0.15303281,-0.22385052,0.54241043,-0.7555885,-0.07787557,0.9329916,1.4613123,-1.0503194,1
-0.83818686,0.08476298,-2.416286,-0.9149929,-0.3055498,-0.7071761,-1.1968164,-1.449807,-0.8895311,-0.9994,-0.3749498,0.27142587,1.4475763,1.7180665,1.6316558,-0.545284,1.4852033,-1.514732,1.0770649,-0.5105076,-0.045481786,0.5726772,0.67709726,0.14360045,0
2.5832415,-0.8898548,1.9185733,-0.69422525,0.54420924,1.7193515,-2.0740678,-0.45648813,-0.35737705,0.62485284,0.3398195,2.1995614,1.146421,0.3738109,-0.8394008,0.37498677,-1.5693221,-0.88276505,-0.6587356,1.4995993,-1.2385058,-0.29049128,0.5927087,-0.11656779,1
2.5051882,-1.0359658,-0.90982395,-1.4156616,-0.015394151,-1.07492,-1.5389931,-0.28220236,-0.41946363,0.16935378,0.7300233,-0.6111446,-2.5859172,1.8666958,-0.69940245,-0.9806151,0.045541093,1.0543299,0.21995038,0.38746244,-0.90856624,-1.1550883,-0.8372121,-0.87196916,0
-0.8793017,-1.3221866,-0.3419736,-0.95246375,0.3181606,-1.2618046,-0.73077464,2.2977486,-0.6379792,0.63753057,-0.24626774,-1.3027558,-0.2740219,-0.21939304,-0.3302464,0.7518318,0.90019834,-0.863477,-0.21789825,-0.07147905,-0.30569756,1.0363227,-0.34151408,-0.128887,1
1.6456826,0.6991194,1.5732632,-0.9451561,-0.99811,-1.5118102,-0.0928759,-0.7370404,-1.8603915,2.8553925,-1.0672472,-0.8279388,-1.5896932,0.0068540573,-0.22447488,0.7691482,1.2962366,1.458373,0.49554503,0.75064045,-0.5895528,-0.08043045,0.120266855,0.5160816,1
0.76243114,-0.988338,0.47425908,-1.1339946,1.5513024,-0.009095907,-0.8083118,0.7959945,-0.7401039,0.2238138,-0.68889236,-1.556784,-0.06954555,0.403731,-1.6024216,1.6274079,1.7840829,0.220741,-1.1703619,0.535307,-0.08320141,-2.4418771,-0.39724952,-0.89135206,1
-1.0593728,0.31243423,-1.0895443,-0.049105145,0.4949682,-0.44885483,-0.37954044,-0.3401766,0.1729995,-0.55808413,0.1895963,1.3194044,-0.791664,-1.2613729,1.0905476,-1.9194769,0.85157037,-0.9065016,0.17531696,-0.99312186,1.8740404,0.07861234,0.44742784,0.11614001,0
-1.0756346,-0.9266382,-0.108085096,-1.663543,-2.3076391,-0.9485659,1.2306159,1.4349089,-0.69424415,0.38957,0.5176173,1.0997713,1.2782123,0.15179771,0.023702502,0.47980285,0.76250106,-1.0067463,0.24691208,0.016940892,0.7572154,1.8324666,1.607167,0.50802916,1
-1.1521711,1.544343,0.40666696,1.1319981,0.111001015,-0.1230745,-0.38412154,-1.3129042,0.9174938,-0.21149392,1.9439961,-1.1280887,-1.880847,-1.5738568,-0.23144317,-0.32339185,0.38747808,0.28881645,-1.884037,0.20461586,2.0861962,-0.54563445,1.0740842,-0.42580795,0
-0.9455998,-0.112372965,1.671345,0.84106314,1.3914874,0.28606224,1.3684762,0.26580304,0.4092701,-0.71475863,-1.2501758,-0.20465964,0.426769,-0.21097594,-1.0855314,-2.951764,0.23457009,0.27313182,-0.17874876,0.80912054,0.521966,-0.26273525,-0.45981863,-0.31175533,0
0.36299074,-0.9094821,1.4956436,0.66104287,-1.084271,0.561343,-0.33790046,-0.2213367,-1.923783,0.47943106,0.83725715,0.39976996,0.70130265,1.6644188,-1.0977725,1.4557726,0.0752725,0.45282507,-0.2384588,-0.94613075,-0.7346144,0.20746565,1.4679368,-0.6255536,0
-1.9466558,-0.5895445,-0.80674803,0.49412906,-0.8471867,-0.571466,-0.40390098,0.27735865,0.7425481,-0.9642674,1.8499289,1.2716621,-1.852188,-1.2929221,0.60088503,-1.8540511,0.12193984,0.15933166,-0.38318142,0.051132202,0.77704096,0.74063027,0.6207794,0.006698385,0
-0.44404277,0.57412547,-0.7973767,0.805191,-1.0537525,0.38806683,0.039177597,1.4736962,-1.0187049,2.0597162,0.8561776,-0.26072586,3.0473824,-1.1562755,-0.74834645,0.22391202,0.2562129,0.29986364,-1.0547066,-0.97551095,1.628428,0.9484756,0.5040657,0.4126256,0
-0.16164435,0.48840132,-0.8530601,0.16034277,0.7268429,-0.8860982,2.9960701,0.3715645,0.6487672,-1.4090333,-0.75589657,-0.7394246,-1.1414733,0.17406687,1.0681461,1.2846177,-0.5707921,6.573132,5.041089,1.3017504,-0.20568448,0.08130102,2.518154,0.819784,0
-0.37957048,0.2011292,1.6905845,0.76374555,-1.4153455,3.714808,0.58242095,0.2770915,1.4774339,0.42177013,-0.39792433,0.88076824,-0.7041234,-0.63507205,3.722714,1.3410897,-0.27009982,-1.2188646,0.36925334,0.088011235,1.894444,-0.052468598,0.6706276,-0.81138384,1
-1.2470393,0.64646775,-0.814652,-0.9104314,0.3174926,-1.3012621,-2.7047143,1.0701869,0.14802562,0.22719705,-1.660389,-0.87953776,-0.16111058,-0.2329695,0.64721954,-1.286622,-0.22742015,-0.3030176,0.3314059,0.45725647,-0.35956872,0.22266096,1.7150152,0.34537297,1
-0.6842905,0.7259336,-1.2969644,-2.1556048,2.2001534,0.9430129,0.03353893,-0.9019393,1.8474073,0.32091543,0.315637,1.4382813,-0.98429537,-1.0600513,-0.37439302,-2.040414,0.05026239,-1.003028,2.5332885,-0.59823763,-0.8988215,2.5310345,2.6991472,1.9124525,1
1.165467,-1.0148953,1.4146516,1.1529762,1.4167422,-1.5789363,0.6589304,-0.13716969,0.7391294,-0.47304368,0.10088968,-1.5170027,-0.69438297,0.27241692,0.12417632,1.9700577,0.13244122,-0.6762955,-0.6376257,0.495101,0.540724,0.28498948,0.75393075,-0.4396426,1
1.2857116,0.016949713,-0.17293388,0.517593,-0.8603803,-2.0119696,-1.0304527,0.29870307,-1.7201097,-0.6000633,-0.21955597,-0.37182337,0.7220036,0.8199463,1.8433262,-0.98040533,1.9449155,0.14203742,-0.8793037,-0.67073745,0.19391479,-1.2985785,-0.43632597,0.37186804,0
-1.7676789,-0.5939237,0.60546905,-0.44034982,-1.1603383,0.7296582,-0.059713334,0.20148814,0.4172644,1.0492355,-1.9659953,-0.66526324,1.172107,-0.53499734,-0.5359106,-0.9239807,1.0081561,0.4079552,-0.34107608,0.6435717,-0.21594459,0.67681956,-1.4302669,-0.75717187,1
-0.41748,0.57110465,0.8995467,0.39284608,0.30267966,-0.49166805,3.122104,-1.9648407,0.27939084,-0.72297484,-0.4393953,-0.60099185,-0.6250931,1.8024297,-0.16128208,-0.30050206,-1.7107271,-0.12109342,-1.1651787,1.0770831,-1.2289872,-0.91241,-1.6271027,-0.51329595,0
-0.88093656,-0.5023595,-0.6775131,0.47186968,0.27308503,0.06356233,-1.5619057,-0.10730007,1.9403514,0.34195995,-2.9770384,0.6025373,-0.70500165,-1.3045653,-1.1062764,1.4573257,1.9679971,-0.3872414,-0.34109488,-0.27999958,-1.4134773,2.852374,1.8869787,1.1372991,1
-1.348135,-1.027473,0.33006966,-1.6421456,-1.3756831,-0.23140931,-1.8125954,0.030971766,-1.861661,-0.57766205,-0.6557428,1.4584851,-0.58866596,-1.1117736,-0.54926157,-0.45472097,-1.4504371,-1.1743903,-0.40703636,0.8513661,-0.24958521,-0.9350272,0.11045743,0.5139022,1
-1.2245133,-0.99167335,0.6909026,1.5362315,0.52063346,0.6355133,0.57451063,-2.273696,0.8824114,-1.0309697,-1.0677068,1.7898585,2.3264792,1.2811632,0.5313102,-0.9242408,-2.4372854,5.2298317,5.6173067,-1.2725546,0.6918888,-0.29493874,2.769872,3.4448829,0
0.41979504,-0.10070492,0.35544115,0.09827438,0.159073,0.75107473,0.15395617,-0.03690344,-0.9126914,0.46539545,-0.46382272,-1.5003555,0.830418,0.43364593,-1.0038787,0.25169593,0.3733281,0.03808558,-0.50713575,-0.2615862,-1.3442234,1.3307195,0.21537319,-0.9881369,0
-0.4092679,-2.628469,-0.9067577,2.783324,1.1676043,-0.2888853,-0.3683793,1.139724,-1.2798531,-0.7453648,-0.46548745,0.8147193,-0.40493065,-0.85372806,-0.2898677,-0.93239874,-0.13550948,-0.8691046,0.4600401,0.54577917,0.09063697,-0.96765417,0.09389001,-0.29508692,0
