P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,binaryClass
-0.18838397,-0.29226387,0.3388175,-1.0327587,0.32157323,0.0458576,0.6662186,-0.7462772,-0.47676176,-0.044870853,-0.15875052,0.5221394,1.0028538,-0.14500935,-0.078721926,P
0.17069872,0.6805821,-1.1184776,-0.53082085,0.5214792,-0.34831816,1.545462,-0.6578479,-1.211139,-0.41910684,0.53451663,-0.04779324,-0.772478,0.3129487,-0.7428094,P
0.6737035,-0.85072213,0.09995599,-0.5663863,1.0879658,-0.3917931,0.788881,-1.1884253,-0.5917257,-0.20496333,-0.9380365,0.88861036,-1.6616746,0.1562779,0.8578331,N
0.30828336,-0.74381995,-0.87909627,-1.1084576,0.9486647,-0.36960828,1.321239,0.15906811,-0.17863029,-0.13655525,0.053407855,0.0059753954,-1.5736209,0.043461695,-0.37038857,P
0.34332836,-0.8810605,-0.80541414,-1.432257,1.4912465,-0.34717497,1.4263632,-0.5751705,-0.3247408,-0.56617206,-0.09931806,0.2568423,-1.5501206,-1.2464554,1.1456006,P
0.43113908,-0.7024981,-0.94509107,-1.2164207,1.4145547,-0.60889715,1.9765987,-0.7654613,-1.4581077,-0.0034500211,-0.67148674,-0.19544315,0.9543955,3.1076756,1.3801868,N
0.24065816,1.0476214,-0.10704881,-0.73337185,0.5882112,0.020932257,1.0870727,0.4249074,-0.4216558,-0.55006963,0.4568887,0.2385324,-0.22106045,-0.22082154,-1.1368134,P
-0.023899168,-0.19263457,1.2862017,0.9741927,-0.31583643,-0.25528455,-1.1294749,0.59678644,-0.08069564,-1.4200953,-0.5833238,0.0074515007,0.8320365,-1.2227639,0.32856047,P
0.7075275,-0.5728009,0.8174597,-0.69452107,0.2297779,-0.4183199,0.044618674,0.86701906,-0.67313737,0.22328909,0.19486606,0.6093643,0.23537496,0.6991058,0.5056281,N
0.45156193,-0.027417935,-0.29003,-1.3263756,1.4172479,0.31308874,0.90175146,0.44520262,0.15191823,-0.8657656,0.10098755,-1.0322151,2.2219079,0.28630012,-0.24623588,P
0.34125534,0.12894559,-1.0240628,0.3302333,0.47112596,0.312286,0.67120725,-0.3957698,0.3249815,-0.13332745,-0.63091624,-0.048517913,0.06563574,0.060584053,-1.6221737,P
-0.3546487,6.538828,-0.010528371,-0.54646695,0.257442,-0.536122,-0.67755175,-0.5859706,-0.8682159,-0.423657,7.811384,0.41767085,-0.32372183,0.037032127,-1.5770378,N
0.06298062,0.19051796,-1.0227213,-0.818979,-0.71673536,-0.17308953,-0.7616291,-0.15297648,0.87353903,-0.27824196,-0.13956559,-0.104461625,0.5437376,-0.2215233,0.16754957,P
0.3760429,0.6718266,-1.0088768,-0.9645053,0.35637623,-0.11769215,-0.5209878,0.3795174,3.1005173,-0.731113,0.66245633,-0.57811123,0.17080739,-0.27886313,-0.69181156,P
0.5173187,-0.41269237,-0.47992584,-0.24170145,0.5956923,0.46156526,0.6720766,0.05050771,0.15371743,-1.3238494,-0.21801665,0.5408339,-0.7768684,-1.1207029,-0.4751921,P
-1.1807892,3.7439153,0.028826058,0.0705206,-0.7652662,1.0347309,-0.39305356,-0.8916534,0.8188591,-0.04965893,3.4082801,0.31195897,1.1873102,0.69887245,0.22320054,N
-1.2375857,-0.5990222,-0.0066721737,0.13663498,-0.5689274,1.295618,-0.34609413,0.0029779673,-1.1404934,-0.25596243,-0.26708084,-0.032496184,0.887348,-1.1425053,-0.48280078,N
0.010556251,-0.20579804,-0.63887906,-0.8065576,1.1110667,0.27335528,1.0008144,0.4686925,-0.81297565,0.23527592,-0.85854965,0.8565849,-1.4435122,-0.47109193,0.6774144,P
0.2702342,-0.2868203,1.5711749,-0.7639275,0.87876135,-0.33723852,0.8537631,0.983664,-0.020657584,3.7472982,-0.70107436,0.29256356,-0.26589966,-0.07158646,-1.0273705,P
0.1266951,-0.87815696,-1.2127812,-1.1396636,-0.061919577,-0.13261801,0.33098894,0.5265901,0.61559886,0.22157806,-0.5438522,-1.1039852,0.6248343,1.3101175,-0.44224584,P
0.1421203,-0.25148106,0.13063452,0.4218892,-0.46819198,0.08613944,-0.09250209,-0.6594618,0.5011524,-0.023115098,-0.4486411,-0.018689275,-1.7907213,-1.0083863,-0.99545586,P
-0.52861315,1.8699973,0.44231415,-0.22972998,1.0374143,-0.09741603,0.9651071,-0.28759935,-0.9174784,0.65320766,1.723874,0.33667365,0.41473156,1.0338857,0.89793104,N
-0.785235,1.3396642,0.5181254,0.8878054,0.6651466,-0.46291924,0.202621,0.17690247,-0.58066607,-0.107573,1.4325233,0.0911846,0.81863356,-0.14237073,1.306045,N
-1.1327809,-0.85593474,1.8266411,2.5578103,-0.55761266,2.0604706,-0.9321819,-0.20921338,-0.6427776,-1.0525719,-0.36807197,0.42435825,-0.2265492,-0.08462685,1.0738636,N
0.6402409,-0.36729667,0.24933589,1.4237794,-0.026933402,0.7004523,-0.4488951,0.2904341,-0.3181815,-0.36137205,0.24714941,0.32038602,-0.7128484,0.81522125,1.0353066,N
-0.2752356,-0.3625772,-0.0027341992,0.07011807,-0.5931295,0.29465735,0.2275658,-0.1442155,0.5486274,-1.1287456,-1.2182784,-0.47280362,0.5645537,-0.33460498,-0.32833508,N
-0.04356377,-0.7388065,-0.77140856,-0.22030121,1.1763322,-0.8110204,1.0887175,0.21172419,-0.29643303,-1.5742972,0.23228964,0.3206569,-1.0847323,0.60153294,-1.2082189,P
0.9979532,-0.19435954,-0.7452567,-0.4189369,0.361359,-0.21555848,0.4708662,0.07899314,-0.109261036,-0.78851855,0.293049,0.1542796,0.061063915,0.6726114,-1.260886,P
-0.49444398,-0.53606164,-0.117273316,1.1202781,-0.26288465,0.42469972,-0.25121158,0.071484566,-0.23573506,-0.42640534,-0.9634485,-0.27154216,1.0826324,-1.2095454,-0.38535273,P
-0.37284335,0.7872896,1.7919607,1.2938304,-1.1199442,-0.26920548,-0.28476733,-0.440423,0.284886,0.6720035,0.5325237,-0.564782,1.0843458,0.04968311,-0.25071257,P
0.12150684,-0.54093266,-0.8187667,-0.7283883,0.8876958,-0.9899845,1.4169103,-0.9007884,-0.56195366,-0.31616575,-0.23908709,0.63693446,-1.7371595,-0.17029725,1.242535,P
-0.39712158,-0.08128187,1.541426,-0.8067547,0.2129668,-0.7446857,1.6680585,-0.3402037,-0.94295186,-0.4560916,-0.012792915,-0.2699437,-1.6865447,-1.2776353,-0.78852826,P
0.3592742,-0.32793537,0.7102481,0.65496,-0.49671727,-0.20151299,-1.5268521,0.11483683,0.8895111,4.9972725,-0.75533557,0.18901096,0.48081776,-0.0907225,0.9736295,P
1.3051821,-0.3150851,-0.1966145,-0.5681504,0.7446021,-0.5517534,-0.41468146,-0.30627003,1.183835,-0.56230915,0.6665176,0.9236748,0.5533647,-0.6079986,-0.058468364,P
-0.76504123,-0.37598133,1.0133754,0.56692356,0.3044737,0.42375463,0.029920906,-0.5680637,0.4158625,-0.6889532,-0.3444559,0.2817242,-0.70866513,-0.8061852,-1.3065848,P
-1.3382766,-0.55437994,-0.17855424,0.2732603,-0.86835194,1.2133943,-0.83004344,-0.4510256,-0.33123216,0.3220083,-0.77504677,0.124321446,0.110816084,-0.6710609,0.4928427,N
0.086658694,2.3765683,1.4508648,0.63880587,0.48116872,0.2289441,-0.7367282,-0.93973553,-1.0367532,-0.7343606,2.6225014,0.6232759,-1.1662376,2.845153,-1.7039955,N
-0.30607656,0.050217897,0.7625629,-0.073354915,0.47684783,-0.4535275,0.58309084,-0.2773867,-1.5987211,0.40240553,0.18949044,-0.03668946,0.4173296,0.21808966,1.6160634,N
0.0034368336,-0.036051825,-1.1069417,-0.67556566,-0.044546917,0.41887876,0.5209214,2.0992763,1.4499005,-0.96618605,-0.3562721,-0.41144824,0.5662668,0.0022547245,-0.43137598,P
-0.1400354,2.1374135,0.8151401,0.72650546,-1.0055627,0.70093715,-0.4218213,0.88948226,0.2005076,0.9126494,1.0979711,-0.09472635,0.81336296,1.0992459,0.49152654,N
-0.9231454,-0.74149233,-0.80840397,-2.3673007,0.80438304,0.47310665,-0.67771536,-1.0015526,-1.2128898,0.61079997,0.114293694,0.7378437,-0.11427969,-1.2401675,-1.7127982,N
0.020551652,-0.1473392,0.94604874,1.0659016,-0.3632091,0.68795776,-0.9992906,-0.7756735,0.18018885,3.3528483,-0.6814097,-0.18014446,2.019878,-1.2242332,1.5095012,N
-0.14071791,-0.2785566,0.04519649,0.56686664,0.53945,-0.18635057,-0.30511704,-1.0517399,-0.27853596,-0.71583486,-0.8419676,0.26899412,-0.24044201,-0.6252458,-1.5455667,N
0.2882576,-1.0187591,-0.99550784,-0.2327083,0.73720586,-0.1950805,0.4704778,1.1354966,0.36341813,-0.46242967,-0.76351666,0.12697896,-0.7160153,0.5432892,-1.1242384,N
-3.5108516,-0.8185568,-1.9957318,-1.6739001,0.29291728,-0.6451375,-0.8326791,-0.86733586,-1.2980952,-1.3637428,-1.2699517,0.8721419,-1.6887028,9.872055,-1.0412295,P
0.19996625,0.30301315,0.2163586,-0.14327767,-0.16157052,0.534253,-0.20462848,0.51415473,0.9298942,-0.77738625,-0.22742543,0.5946479,0.527037,-1.027327,-0.5015325,P
-0.16977382,-0.38130626,0.72611433,-0.485376,-0.28874964,-0.6527713,-0.7539684,-0.20658258,-0.464771,-0.025256246,0.1401802,0.36266866,-1.6045737,-0.23383474,1.4232476,N
0.1906072,3.2499661,-0.75106966,-0.7530136,-0.9444623,0.23793554,-0.893359,-0.5747478,2.7819898,-0.7190063,3.3295782,-0.26699257,1.0194798,0.08753989,-1.0966035,P
1.8667703,-0.44748157,-0.97827756,-2.2021575,0.15229636,0.8136587,1.4156657,0.34222984,0.3278252,-1.3786364,-0.6538804,0.30455533,-0.66444314,0.30261856,-0.311999,P
0.24099016,-0.60772055,-0.06155032,-0.67944187,-0.9994491,-0.47931913,-1.0379417,-0.7594378,0.68965876,0.83693147,-0.106620245,-2.888905,2.17287,0.11495614,-0.00084093213,P
-0.4876389,-0.81802815,0.24565901,0.50814754,0.50466216,-0.65485525,0.059237286,1.6669035,0.2472891,-1.4701314,-0.5042679,0.07703337,0.03944748,-0.5041577,1.0333494,N
1.5039121,-0.46016437,-0.71018577,-0.7717721,-0.48303556,0.34406814,-0.91199803,1.5351981,1.6435649,-0.010223612,-0.085630655,0.95111704,0.66525674,-0.15389147,-0.41822493,P
0.14608361,-0.30941185,0.850069,-0.355867,-0.25116447,-0.3143566,-0.8307579,-0.63434917,-0.018793315,0.21613225,0.25643963,0.13159251,-0.4039536,-1.0174286,1.0683256,N
-0.21110483,-0.26542842,1.3670521,0.94673324,0.096590966,0.8212337,0.16695264,-0.7378062,-1.1088053,-0.25935155,-0.5878995,0.48722595,-0.5667545,-0.14449337,-2.0325143,N
0.37646136,0.13854247,0.12922359,0.115740515,-1.5025569,0.21777114,-0.8111126,-0.2683723,2.0040362,0.20624417,-0.63748115,0.76405704,0.44016838,-0.40647092,-1.7424228,P
0.054928206,0.23110698,0.4077623,-0.16522644,0.36582896,-0.29263413,-0.0016078837,-0.33766204,0.61031705,-0.9089427,0.5313653,0.3024344,-1.4432988,0.38368106,0.0049171895,P
0.6686002,-0.4776463,-0.28768498,-0.55758536,0.8859051,-0.56940794,0.94037414,-0.97119355,-0.3913634,0.62710863,0.091438085,0.9597875,0.75418115,0.4207572,1.5594379,N
-0.22230232,-0.35827875,-0.018391073,-0.6818609,0.96502,0.14192733,1.1385907,0.06214145,-0.30954725,-0.2766139,0.5193509,0.14552245,-1.3367145,-0.4319843,1.2416077,P
0.22814912,-0.76863694,-1.635587,-0.88473094,1.0026246,-0.3908165,0.5948217,-0.9521108,-0.48144665,-0.61627376,-0.5137347,0.025352284,2.165228,4.018029,-1.5787575,N
0.79930574,-0.4255603,-1.0586022,-1.3701214,1.1575872,-0.7110075,1.8104475,0.9523685,0.2443378,-1.448271,-0.7915089,0.05871798,-0.29336995,1.2739508,-0.7828953,P
1.7715951,0.08293772,-0.5883464,-0.8149526,1.1265155,-0.8661579,-0.36209562,-0.8103446,-1.323139,0.48617518,-0.85103667,-2.3080828,0.8416672,1.48419,-0.76160467,N
-0.93667877,-0.37333095,0.5620142,0.8962706,-0.395312,0.58065677,-0.88836515,0.41230834,0.93644214,-0.04263884,0.14401,0.022475824,0.7596049,-1.1360958,0.50782335,P
0.11334576,-0.21956575,-0.66031617,-0.8982239,1.04396,-0.19803736,0.9008521,0.099049985,-0.5910536,-0.15499148,-0.43951887,0.016467065,0.8240481,-0.6386712,1.3366538,N
1.1841382,-0.2542082,-0.750938,-0.9227435,-4.734085,4.8586946,-1.5446424,-0.08669951,5.7857637,-0.54083395,0.0018477887,0.14994845,-0.47825804,0.37534934,-0.15737617,P
-0.9991093,-0.7919048,1.4273682,1.8305876,-0.818758,-0.07129434,-0.60143626,0.65979755,-0.6111542,0.30106652,-0.4796705,0.5441985,-0.35896447,-0.54783356,0.013511866,N
0.4744419,1.1615024,-1.6458554,-0.95130193,-0.6645975,0.74675053,0.120145954,0.32032657,1.004593,-0.5056238,0.9991325,-0.07770659,-0.007214576,-0.24816942,-1.5143652,P
0.98309493,-0.36679325,-1.0882814,-1.7177013,2.0789065,-0.2472732,2.2101016,-1.4948531,-0.24237365,-0.28561595,-0.470643,0.55442095,-1.7004372,-0.37401474,-1.2079618,P
0.7656064,0.18602452,-1.6536102,-0.873077,1.607305,0.14775589,2.0483763,0.22134298,-0.68435645,-0.25361574,-0.5431562,0.37076274,-1.5248014,1.65084,-0.11535852,P
1.3098468,-0.2065848,-1.0100791,-1.3925011,0.4698555,-0.30787787,0.29207805,5.6647906,0.9515604,1.5255133,-1.38927,0.80882394,0.27368894,0.9901889,0.39194298,N
0.05420404,0.1468072,0.18217519,-0.05767423,0.02047415,-0.05414699,-0.7157161,0.34790605,-0.04086484,2.6758235,-0.1981673,-0.47828913,-0.6235626,-0.4511068,0.22972047,P
0.061547607,2.149592,0.6593962,1.0474405,0.3807062,-0.36853045,-1.1807444,-0.651162,-0.6728097,-0.43665886,1.3377538,0.58691764,-0.5831568,-0.009098664,1.5067774,N
2.9341798,0.07830843,-1.4011452,-1.46277,0.49412677,-0.40043893,0.44512993,-0.59715784,-0.52591985,1.5127932,-0.29613972,0.20793076,0.47197014,1.5672157,1.6779312,P
-0.3009086,0.8233144,-0.9193895,-1.4459893,0.36119473,-0.41324902,1.6199045,-0.40656045,-0.40506333,-0.15037107,0.7307634,0.17301992,-1.8488753,0.7310599,-0.14495638,P
1.247031,-0.2796948,-0.18342665,1.5813174,0.7788971,-0.11501859,0.56195426,-0.67740244,-1.7771105,-0.24111125,0.09875125,0.5830797,-0.36257285,0.18268028,1.7431939,N
0.83519673,0.20942897,0.02608785,-0.30635077,0.818845,-0.42246297,0.8292619,0.42908314,-0.16166595,-0.5527371,-0.5474882,-2.9693077,0.63575655,0.4947608,0.4533681,N
-0.650536,1.0910947,-0.17750317,0.6472014,-0.51171327,-0.3810866,-0.11662683,-0.17537111,-0.21199244,-0.75811446,1.0672625,0.36062208,0.5694003,-0.71984947,-0.055400334,N
0.0649389,-0.13081846,-1.1503234,-0.31206667,0.46907768,0.17984125,0.39693305,0.91986513,0.7021361,0.08757076,-0.38314342,0.00046029687,-0.08253163,0.0670214,-1.3239061,P
0.019692749,-0.74752474,-1.296622,-1.3986899,0.27715683,-0.7913804,1.9988397,-0.5531371,0.25103897,-0.7447159,-0.4342276,-0.040095747,-1.559452,0.050766855,-0.5709429,P
0.9107336,-0.49608266,-1.2887839,-1.1982174,1.568246,-0.28060517,2.0559387,0.7575018,-0.38736922,-0.511457,-0.31894565,-7.608313,3.1968899,4.7899623,-0.33169714,P
0.46835384,-0.0921537,-1.046376,-0.7747447,0.3492817,-0.53248495,0.03417991,0.49516678,0.9941796,-0.4973889,-0.4438247,-1.1083231,-0.3738313,-0.8407638,0.3530188,P
-0.088213146,-0.29941583,0.25975752,0.050902292,-0.33806795,-0.937408,-1.2451507,-0.06944552,0.22595161,1.8591511,-0.69306326,-0.0023360178,0.78070354,-0.51692647,0.3996637,P
-0.59120536,-0.53972965,-0.91762906,-0.48051968,-0.88490474,2.5169823,0.0807004,-0.95574826,-0.2142072,-0.46199453,-0.51067936,-0.29803118,-0.17072774,0.1911614,0.5620077,N
1.3067815,0.22944891,0.46544552,-1.3817601,-0.5302835,-0.47457212,0.38616565,-0.054321617,0.80007756,2.0256295,-0.631956,0.65898514,0.06615585,-0.20413634,-0.37713802,P
-0.15670198,-0.10281347,-0.14978531,-0.5523449,0.09242797,1.2666645,-0.5800228,-0.035938136,0.5311831,-0.12837288,0.30405945,-0.8962959,-0.534194,-0.5587046,-1.010597,P
-1.0921301,0.5108324,0.70004106,1.6898249,-0.23977673,-0.154656,-0.770147,0.00029822811,-0.40939382,-0.018691719,0.24665469,0.6160662,-0.0837369,-0.54518396,1.5792671,N
0.29952687,-0.70981663,0.39125,0.09975493,0.40445918,-1.0258436,-0.03372994,-0.99346256,-0.8065593,-0.18927671,0.18937445,0.7789844,0.5873148,-0.30107442,0.7901497,N
0.29089952,-0.42362782,-0.46396703,-0.019633055,1.2572696,0.1048789,0.6378356,-0.06823366,-0.6083161,-0.75029373,-0.4624911,-0.01904454,-0.64964426,-0.9721201,1.1960474,P
-0.7106545,-0.7691783,-0.32418078,0.11176428,0.0733175,-0.5441978,0.15690172,1.2624135,-0.26501524,0.41764387,-0.43633482,0.22317345,0.29966825,0.7200784,-1.4104893,N
0.1950132,-0.19198917,-0.4147816,-0.16046757,1.4111118,-0.7767768,0.5970325,-0.39370912,-0.33691168,-0.49007875,-1.1749015,1.2484488,0.29788065,-0.35140926,0.10603875,N
0.23927586,-0.30566782,0.2723111,-0.18192813,-0.72934973,-0.5246196,-1.1532129,0.01153326,-0.36539707,4.094197,-0.16276902,-0.59418696,0.23678009,-0.8470016,-0.5789215,P
0.22354409,-0.6106732,-0.7011503,-0.89906013,1.1052763,-0.30181664,0.0070381016,0.69408107,0.5022818,0.6443496,-0.24769998,0.0407435,0.5353601,0.510134,-1.0587096,P
0.08084652,-0.56185985,0.099997684,-0.6896376,0.05023352,0.23855366,0.84776866,0.4556461,-0.10254511,-0.51277596,0.0010982752,0.14983562,-0.73440003,-0.5830097,-0.39896467,P
-0.39865696,-0.56882614,1.0732633,1.778794,-0.19736373,0.6978222,-1.1488494,-0.0045537204,-1.1479329,-0.7113454,-0.6913792,-0.17134258,0.5962293,-0.47007197,-0.22344156,N
-1.7528454,-0.48337707,0.20134461,-0.058383085,-0.19715212,0.10723823,-0.4335921,-0.86013556,-0.5776204,0.4078845,-0.5451603,0.70628643,1.0917345,5.94862,2.1832674,N
2.0398135,-0.25978848,-1.1565914,-1.6896504,1.0676172,-0.38255888,1.6488923,2.1287713,0.77414787,-0.20515922,-0.19181666,-8.887739,3.2115715,4.1451416,-0.24340984,P
0.9816547,-0.044069573,-0.7522518,-0.9038888,0.040460337,-0.08415046,-0.4483149,0.42393455,0.34419072,-0.15264377,-0.6164193,0.4660235,-0.29338092,1.109077,-0.87149113,P
0.18683378,-0.50848097,0.6851376,-0.65830255,0.4341998,-0.30110443,0.65063924,-0.41441554,-0.37413436,-0.45323253,-0.05747804,0.048399836,-1.9237024,-0.91034496,-0.7412275,P
-0.8068621,-0.3405797,2.3948011,0.9089055,-0.66894984,-0.90362704,-0.40338403,-0.68253237,-0.0070206076,0.119110316,-0.7389223,0.21973793,0.284363,-0.4348652,0.26851654,P
-0.76642466,1.8809025,-0.81329167,-0.4916851,0.9307499,-0.21593325,0.9447015,-0.21346623,-0.14194725,-0.051991627,1.5871079,-0.24506354,0.6541249,-0.4793745,0.64533347,P
-0.28278953,-0.44145012,-0.38044298,-1.064198,-0.0387069,0.04774952,0.0641202,1.3495128,0.8661967,-0.009136021,-0.73457277,0.64508104,-1.015905,0.5747704,-1.412205,N
-0.0732398,-0.21569872,-0.91480845,-0.2736715,0.17879613,-0.25827208,0.21989924,0.024268642,-0.39958882,-0.22115672,-0.20895839,0.49690777,0.3784011,-0.23748583,-1.3981526,P
-1.1127443,0.33353227,-0.21013609,-0.4578563,-0.3689571,-0.769187,-1.5893397,0.5799018,0.55984795,-0.59886366,-0.021028757,-0.23874086,0.013250783,-0.55817676,-1.2786149,P
0.34664714,-0.42593825,0.30343416,0.6410197,-0.057389736,-0.98233783,-0.032318685,2.3010774,-0.29672834,-0.104281485,-0.5603303,0.74926215,0.1679624,2.0832582,1.641623,N
0.84535575,-0.3245506,-0.5310824,-0.9402789,0.38353395,-0.02187094,1.0313689,0.7475996,-0.601258,-1.1433597,-0.5543598,-1.4468117,0.48814425,2.1772912,1.5614275,P
0.8499123,-0.033786207,-0.94584405,1.8442984,-0.18220621,-0.25668308,-0.4860692,-0.44238028,-1.0101947,-1.0891021,-0.15356871,0.9708826,-0.5106132,2.01527,-1.1902539,N
0.31835675,-0.7358258,0.034740463,-0.5106001,-0.22951946,1.0152936,0.98112535,-1.3865569,0.2894926,-0.37807035,-0.13162285,0.59597486,-0.98601395,-1.0535699,-1.3405702,N
-1.9942355,0.8056842,1.1051251,1.8707008,-0.2589082,-0.32410413,-0.47482014,-0.70959926,-1.1270177,-0.4904951,-0.1570934,0.4800673,-0.94620335,0.56721604,-1.5914501,N
-0.51341224,-0.48819792,0.38936046,0.41423702,0.0906159,0.17681299,-0.28848517,0.14016137,0.37587923,-0.37178385,0.084736586,0.6181693,-1.1579462,-0.88107765,0.9240782,N
-0.013329923,-0.1709581,1.3826143,1.3973194,0.6370312,0.22589836,-0.35001874,-0.53483975,-0.42210618,0.4276746,0.20394701,-0.105590105,0.29202008,-0.47852048,1.5262535,N
-1.2389451,-0.7653142,1.4634732,1.76248,-1.1047045,0.7646958,-1.2281846,-0.24089451,-0.67790395,0.33045402,-0.7016922,0.12517568,1.2061934,-1.4080524,-0.12607694,N
0.5809218,-0.6105764,-1.7554321,-1.4828792,0.8303509,0.04094276,2.2288501,-0.46567807,-0.44611827,-0.8344313,-0.40396336,-0.7614571,-1.9162626,1.0076423,-1.0902518,P
0.15177506,-0.46974245,-0.71754736,-0.6556885,0.43082356,-0.5846133,0.8163417,0.16314141,-0.30298743,-0.8972523,-0.48310483,0.7249155,-1.1672128,-0.01436469,-0.8441058,P
0.4631765,-0.20794728,-1.2404587,-1.2810415,-0.4329158,-0.4847177,-0.32519954,0.8932141,1.8963647,0.06480634,-0.29643655,-0.14881575,0.9825766,-0.6815206,-0.60803866,P
-0.81554234,-0.45610753,0.61454785,1.1652882,-0.8359033,0.19374888,-0.16423637,-0.328723,0.58237374,-0.48075926,-0.84509623,0.6895311,0.07610738,-0.5102429,-1.4847913,N
1.1429738,-0.21217655,0.97853166,1.6254588,-0.9126638,0.35902244,-0.47965112,0.450687,-1.1655171,0.57655036,-0.25418568,0.36544034,0.31359813,-1.4271231,2.023621,N
-0.46059304,-0.10076147,0.37206957,0.8901181,-0.6702273,0.66994464,0.06462085,1.1857035,-0.14180335,0.06508909,-0.51037383,0.3563623,-1.3749764,0.5423321,-0.55426425,P
-1.0682982,-0.77468026,1.8012246,2.2251358,-1.3041874,0.5927523,-1.5471535,-0.973717,-0.17965318,0.13121682,-0.5497281,0.3337425,-0.41290343,0.5590902,0.47094476,N
0.40696514,-0.16058703,-0.46723855,-0.69322264,1.2551132,-0.9806968,1.0608745,0.5592734,-0.096303865,-0.19038208,-0.5530971,-0.6885253,0.8323695,0.744557,1.2702909,N
0.059907675,-0.30335763,-0.6293016,-0.08773195,0.17306149,0.57145035,0.30274725,-0.1301067,-0.5353813,-0.23326829,-0.46761575,0.6720186,-0.8542205,-0.5038418,0.4517573,P
0.99805534,0.3054963,-0.7372787,-0.56345737,1.2356503,0.016105413,-0.091621995,0.41271603,-0.5379814,-0.28215247,-0.37374634,-0.7444025,-0.5136075,1.0844798,-0.031129666,P
-0.6013265,-0.7666233,0.48155648,1.1037433,-0.40066877,-0.0397588,-0.4089498,0.23735932,0.35357744,2.6423526,-0.29316163,0.31339782,0.9879353,-0.8997406,1.4450167,P
0.19377539,0.06461385,2.1525764,0.80079234,-0.058624923,-0.33645117,-1.4283117,-1.3962756,0.6711631,0.3927736,-0.303618,0.19446585,0.2957222,-0.8571795,0.009953879,N
2.9566026,-0.45894772,-1.9255563,-1.3650985,-1.014325,1.0805823,-0.062091947,1.3063225,2.0780532,0.5440548,-0.4374595,-0.4235921,1.1506307,0.4663343,0.899707,P
1.1457231,-0.20392379,-0.045065194,0.35427144,0.26663822,-0.53068197,-0.20180291,-0.393287,-0.56516635,0.042293698,-1.0675836,0.5785378,-0.41119477,-1.1976988,1.8727703,N
0.813558,-0.28092492,-0.047392312,0.5117982,0.7248759,0.29877958,0.36061132,-1.0856823,-0.55029136,-0.38028806,0.059728175,0.5147302,0.44798774,-0.120936245,-2.194792,N
1.0536921,0.93914914,-1.4404389,-1.0178405,1.1110145,0.5402626,0.79571056,-0.054594167,-0.81262255,-0.6616152,1.57215,-5.171433,2.473242,3.8232942,-0.6610248,P
-0.2669408,-0.5463958,1.1417255,-0.084559925,0.12299329,-0.20796542,-0.30063725,0.0069238544,-0.5162901,2.1890204,-0.031214684,-0.2586915,-1.4746325,-0.49698138,-1.0966746,N
-0.52143204,-0.20211378,-0.15743734,-0.23122843,-0.8931942,-0.17093217,-0.79326665,0.0066270083,1.370764,-0.24271965,-0.11593372,-0.42331806,0.69440496,-1.0575587,1.3886286,P
-1.2740011,-0.115623474,-0.44322348,-2.0208595,0.621633,-0.63935184,-0.50967884,-1.0537965,-0.6112651,0.48102286,-0.89995205,0.8444914,0.087818205,-1.678793,-1.7698332,N
0.11859411,-0.66124356,-1.2315531,-0.8804664,0.7270785,-0.0638766,1.6407572,0.10196573,-0.059155367,-0.2931373,-0.68306243,0.3046735,-1.6244262,-0.32161266,1.4918382,P
-1.2072105,0.36484864,0.9741375,1.2310352,-1.12715,0.77234316,-1.1878693,-0.34894803,-0.16554359,0.5604456,-0.38313082,0.36716503,0.6453791,-1.1911216,0.14178556,N
0.12537305,0.7327053,-0.9343518,-1.4012783,0.077318974,0.4954632,0.17676324,-0.13925533,1.2519666,-0.8746219,0.1462693,-1.1867942,-0.78647614,0.1750111,-0.28887022,P
-1.669877,1.0718421,0.8888321,2.3370852,-0.5827594,-0.14292896,-0.5035952,-0.43475056,-0.72164106,-0.8364663,1.0849869,0.040208355,0.4605918,0.054696895,1.0080318,N
-0.38170838,-0.19155812,0.12945288,0.13602065,-0.06582484,-0.05304894,0.5623896,1.6059316,-0.18279436,0.042491436,-0.19194382,0.9843563,-0.5616855,0.5229118,1.3685375,N
0.745173,-0.27568826,0.22324216,0.44481906,0.9089532,-0.33550802,0.23396179,-0.9333693,-0.31109834,-0.102217525,-0.34161496,0.52648497,-1.113667,0.18125482,1.4381607,N
-0.5357841,-0.2958264,0.905542,0.59890735,-1.1313702,-0.5618437,-0.99235785,0.32602406,1.5951557,1.569294,-0.17479946,0.4959755,1.3489565,-0.24814552,0.1422885,P
0.18846865,-0.79939353,-0.874351,-1.4986521,1.0571636,-1.0530751,0.23730505,-0.26690304,-0.35862514,-0.75965446,-0.1269319,0.65429395,-0.8274305,-0.6458018,-0.48388553,P
-0.87980735,-0.9392909,1.1800793,1.7897589,-0.49249393,-0.4297564,0.47502154,-0.6825023,-1.4402931,0.41945562,-0.5695079,0.37836915,-0.48728156,-1.972309,1.9211714,N
0.5662567,-0.4433311,-0.71221673,-1.3873093,-0.055084586,-0.017826885,0.6805426,-0.04999622,0.3004228,-0.6802673,-0.058903374,-0.0033256859,-1.128647,0.7260039,-0.38265646,P
